AIR Odia,http://air.pc.cdn.bitgravity.com/air/live/pbaudio137/playlist.m3u8,,
AIR Odia FM Rainbow,http://air.pc.cdn.bitgravity.com/air/live/pbaudio102/playlist.m3u8,,
AIR Puri FM,http://air.pc.cdn.bitgravity.com/air/live/pbaudio100/playlist.m3u8,,
AIR FM Gold,https://airhlspush.pc.cdn.bitgravity.com/httppush/hlspbaudio005/hlspbaudio00564kbps.m3u8,,
AIR FM Rainbow,http://air.pc.cdn.bitgravity.com/air/live/pbaudio004/playlist.m3u8,,
AIR Vividh Bharati,http://air.pc.cdn.bitgravity.com/air/live/pbaudio001/playlist.m3u8,,
AIR Raagam,http://air.pc.cdn.bitgravity.com/air/live/pbaudio139/playlist.m3u8,,
